ArrivalDate,ArrivalWeekNumber,AssignedRoom,AverageDailyRate,BookingChanges,BookingCompany,BookingDistributionChannel,BookingMeal,BookingParking,CheckoutDate,Country,CustomerType,DaysInWaitingList,DepositType,LeadTime,MarketSegment,NumberOfAdult,NumberOfBabies,NumberOfChildren,RepeatedGuest,ReservedRoom,StaysInWeekendNights,StaysInWeekNights,TotalOfSpecialRequests,TravelAgent
2015-July-6,28,D               ,110.7,0,       NULL,TA/TO,BB       ,0,2015-07-20,ITA,Contract,0,No Deposit     ,90,Offline TA/TO,2,0,0,0,D               ,4,10,0,          8
2015-July-6,28,A               ,93.6,0,       NULL,TA/TO,BB       ,0,2015-07-20,GBR,Contract,0,No Deposit     ,111,Offline TA/TO,2,0,0,0,A               ,4,10,0,         40
2015-July-6,28,D               ,83.5,0,       NULL,TA/TO,BB       ,0,2015-07-13,PRT,Transient,0,No Deposit     ,65,Offline TA/TO,2,0,0,0,D               ,2,5,0,        127
2015-July-7,28,A               ,82,0,       NULL,TA/TO,BB       ,1,2015-07-10,ESP,Transient,0,No Deposit     ,55,Online TA,2,0,0,0,A               ,0,3,2,        240
2015-July-7,28,F               ,185.5,0,       NULL,Direct,HB       ,0,2015-07-10,PRT,Transient,0,No Deposit     ,21,Direct,2,0,1,0,F               ,0,3,1,        250
2015-July-7,28,A               ,0,0,       NULL,Direct,BB       ,0,2015-07-07,PRT,Transient,0,No Deposit     ,8,Direct,2,0,0,0,A               ,0,0,1,       NULL
2015-July-7,28,E               ,0,0,       NULL,TA/TO,BB       ,0,2015-07-07,PRT,Transient,0,No Deposit     ,8,Online TA,2,0,0,0,A               ,0,0,1,        240
2015-July-7,28,A               ,109.8,0,       NULL,TA/TO,BB       ,0,2015-07-08,GBR,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,A               ,0,1,3,        240
2015-July-7,28,C               ,195,0,       NULL,Direct,HB       ,1,2015-07-08,PRT,Transient,0,No Deposit     ,0,Direct,3,0,0,0,C               ,0,1,0,       NULL
2015-July-7,28,A               ,109.8,0,       NULL,TA/TO,BB       ,0,2015-07-08,GBR,Transient,0,No Deposit     ,0,Online TA,1,0,0,0,A               ,0,1,3,        240
2015-July-7,28,H               ,193,2,       NULL,TA/TO,BB       ,0,2015-07-11,ESP,Transient,0,No Deposit     ,8,Online TA,3,0,2,0,H               ,0,4,1,        240
2015-July-7,28,D               ,97,0,       NULL,TA/TO,BB       ,0,2015-07-11,PRT,Transient,0,No Deposit     ,66,Online TA,2,0,0,0,D               ,0,4,2,        240
2015-July-7,28,E               ,150,0,       NULL,TA/TO,HB       ,0,2015-07-11,USA,Transient,0,No Deposit     ,88,Offline TA/TO,3,0,0,0,D               ,0,4,1,         95
2015-July-7,28,A               ,98,2,       NULL,Direct,BB       ,0,2015-07-11,NLD,Transient,0,No Deposit     ,0,Direct,2,0,0,0,A               ,0,4,0,       NULL
2015-July-7,28,D               ,79.5,0,       NULL,TA/TO,BB       ,0,2015-07-14,IRL,Transient,0,No Deposit     ,54,Offline TA/TO,2,0,0,0,D               ,2,5,0,          8
2015-July-7,28,D               ,126.65,0,       NULL,TA/TO,HB       ,0,2015-07-21,IRL,Contract,0,No Deposit     ,112,Offline TA/TO,2,0,0,0,D               ,4,10,1,        156
2015-July-8,28,E               ,107,0,       NULL,TA/TO,BB       ,0,2015-07-11,GBR,Transient,0,No Deposit     ,68,Online TA,2,0,0,0,E               ,0,3,1,        240
2015-July-8,28,A               ,131,0,       NULL,TA/TO,BB       ,1,2015-07-12,PRT,Transient,0,No Deposit     ,7,Online TA,2,0,0,0,A               ,0,4,2,        240
2015-July-8,28,A               ,131,0,       NULL,TA/TO,BB       ,1,2015-07-12,ESP,Transient,0,No Deposit     ,1,Online TA,2,0,0,0,A               ,0,4,1,        240
2015-July-8,28,D               ,146,0,       NULL,TA/TO,BB       ,0,2015-07-12,ESP,Transient,0,No Deposit     ,5,Online TA,2,0,0,0,D               ,0,4,1,        240
2015-July-8,28,A               ,110.7,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,83,Offline TA/TO,2,0,0,0,A               ,0,4,1,        105
2015-July-8,28,A               ,61,0,       NULL,TA/TO,BB       ,0,2015-07-09,PRT,Transient,0,No Deposit     ,0,Offline TA/TO,1,0,0,0,A               ,0,1,0,        146
2015-July-8,28,F               ,104.72,0,        110,Corporate,BB       ,1,2015-07-10,CHE,Transient,0,No Deposit     ,1,Corporate,2,0,0,0,A               ,0,2,1,       NULL
2015-July-8,28,E               ,77.96,1,       NULL,Direct,BB       ,1,2015-07-14,PRT,Transient,0,No Deposit     ,113,Direct,2,0,0,0,E               ,2,4,1,        250
2015-July-8,28,F               ,107,0,       NULL,TA/TO,BB       ,0,2015-07-15,GBR,Transient,0,No Deposit     ,96,Online TA,2,0,0,0,E               ,2,5,1,        240
2015-July-8,28,D               ,89.68,0,       NULL,TA/TO,HB       ,0,2015-07-15,GBR,Contract,0,No Deposit     ,394,Offline TA/TO,2,0,0,0,D               ,2,5,0,         40
2015-July-8,28,E               ,155,0,       NULL,TA/TO,HB       ,0,2015-07-15,PRT,Transient,0,No Deposit     ,33,Online TA,2,0,0,0,E               ,2,5,0,        240
2015-July-8,28,A               ,112,0,       NULL,Direct,BB       ,0,2015-07-16,IRL,Transient,0,No Deposit     ,82,Direct,3,0,0,0,A               ,2,6,1,        250
2015-July-8,28,E               ,130.1,1,       NULL,TA/TO,BB       ,0,2015-07-17,DNK,Transient-Party,0,No Deposit     ,100,Online TA,3,0,0,0,E               ,2,7,3,        240
2015-July-8,28,E               ,100.1,0,       NULL,TA/TO,BB       ,0,2015-07-17,DNK,Transient-Party,0,No Deposit     ,100,Online TA,2,0,0,0,E               ,2,7,2,        240
2015-July-9,28,C               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-10,PRT,Transient,0,No Deposit     ,17,Online TA,2,0,2,0,C               ,0,1,3,        242
2015-July-9,28,C               ,124,0,       NULL,Direct,BB       ,1,2015-07-11,ARG,Transient,0,No Deposit     ,68,Direct,3,0,0,0,A               ,0,2,1,        250
2015-July-9,28,G               ,146,2,       NULL,Direct,BB       ,1,2015-07-11,PRT,Transient,0,No Deposit     ,12,Direct,2,0,2,0,H               ,0,2,0,       NULL
2015-July-9,28,A               ,82,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,78,Online TA,2,1,0,0,A               ,0,3,2,        240
2015-July-9,28,A               ,98,0,       NULL,Direct,BB       ,0,2015-07-13,RUS,Transient,0,No Deposit     ,16,Direct,1,0,0,0,A               ,1,3,1,        250
2015-July-9,28,A               ,75.46,0,       NULL,TA/TO,BB       ,1,2015-07-14,SWE,Transient,0,No Deposit     ,14,Online TA,2,0,0,0,A               ,2,3,1,        241
2015-July-9,28,A               ,65.5,0,       NULL,TA/TO,BB       ,0,2015-07-14,POL,Transient,0,No Deposit     ,77,Offline TA/TO,2,0,0,0,A               ,2,3,0,        177
2015-July-9,28,D               ,90.95,0,       NULL,TA/TO,BB       ,0,2015-07-16,FRA,Transient,0,No Deposit     ,90,Offline TA/TO,2,0,0,0,A               ,2,5,0,          6
2015-July-9,28,A               ,93.6,0,       NULL,TA/TO,BB       ,0,2015-07-16,GBR,Contract,0,No Deposit     ,90,Offline TA/TO,2,0,0,0,A               ,2,5,0,         40
2015-July-9,28,E               ,119.25,0,       NULL,TA/TO,BB       ,0,2015-07-16,GBR,Contract,0,No Deposit     ,90,Offline TA/TO,2,0,0,0,E               ,2,5,0,        143
2015-July-9,28,E               ,134.73,0,       NULL,TA/TO,HB       ,0,2015-07-16,GBR,Contract,0,No Deposit     ,366,Offline TA/TO,2,0,0,0,E               ,2,5,0,         40
2015-July-9,28,A               ,112,0,       NULL,TA/TO,HB       ,0,2015-07-16,PRT,Transient,0,No Deposit     ,249,Online TA,2,0,0,0,A               ,2,5,1,        240
2015-July-10,28,A               ,131,0,       NULL,Direct,BB       ,0,2015-07-11,USA,Transient,0,No Deposit     ,10,Direct,2,0,0,0,A               ,0,1,0,        250
2015-July-10,28,A               ,88.2,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,22,Online TA,2,0,0,0,A               ,0,2,0,        240
2015-July-10,28,A               ,73.8,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,91,Online TA,2,0,0,0,A               ,0,2,1,        240
2015-July-10,28,A               ,98,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,23,Online TA,2,0,0,0,A               ,0,2,0,        240
2015-July-10,28,A               ,110.5,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,11,Online TA,2,0,0,0,A               ,0,2,1,        240
2015-July-10,28,A               ,131,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,3,Online TA,2,0,0,0,A               ,0,2,1,        240
2015-July-10,28,G               ,185,2,       NULL,TA/TO,HB       ,1,2015-07-12,PRT,Transient,0,No Deposit     ,13,Online TA,2,0,1,0,G               ,0,2,1,        240
2015-July-10,28,D               ,87.3,1,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,108,Online TA,2,0,0,0,D               ,0,2,2,        240
2015-July-10,28,A               ,73.8,0,       NULL,TA/TO,BB       ,0,2015-07-12,PRT,Transient,0,No Deposit     ,91,Online TA,2,0,0,0,A               ,0,2,1,        240
2015-July-10,28,C               ,120,0,       NULL,TA/TO,BB       ,0,2015-07-13,GBR,Transient,0,No Deposit     ,37,Online TA,2,0,0,0,C               ,1,2,1,        105
2015-July-10,28,C               ,98,0,       NULL,Direct,BB       ,0,2015-07-13,AUS,Transient,0,No Deposit     ,21,Direct,2,0,0,0,A               ,1,2,1,        250
2015-July-10,28,E               ,96.3,0,       NULL,TA/TO,BB       ,0,2015-07-13,GBR,Transient,0,No Deposit     ,106,Online TA,2,0,0,0,E               ,1,2,2,        240
2015-July-10,28,F               ,197,0,       NULL,Direct,FB       ,0,2015-07-14,PRT,Transient-Party,0,No Deposit     ,30,Direct,2,0,0,0,F               ,2,2,1,       NULL
2015-July-10,28,F               ,197,0,       NULL,Direct,FB       ,0,2015-07-14,PRT,Transient-Party,0,No Deposit     ,30,Direct,2,0,0,0,F               ,2,2,1,       NULL
2015-July-10,28,A               ,82,0,       NULL,TA/TO,BB       ,0,2015-07-15,POL,Transient,0,No Deposit     ,79,Online TA,2,0,0,0,A               ,2,3,2,        240
2015-July-10,28,C               ,165,1,       NULL,Direct,HB       ,1,2015-07-15,PRT,Transient,0,No Deposit     ,21,Direct,2,2,0,0,C               ,2,3,3,        250
2015-July-10,28,G               ,149.4,0,       NULL,TA/TO,BB       ,0,2015-07-15,EST,Transient,0,No Deposit     ,35,Online TA,2,0,2,0,G               ,2,3,0,        240
2015-July-10,28,A               ,106.84,1,       NULL,TA/TO,HB       ,1,2015-07-17,PRT,Transient,0,No Deposit     ,78,Online TA,2,0,0,0,A               ,2,5,2,        240
2015-July-10,28,D               ,161,1,       NULL,Direct,HB       ,1,2015-07-17,PRT,Transient,0,No Deposit     ,31,Direct,2,0,0,0,D               ,2,5,1,        250
2015-July-10,28,D               ,134.43,1,       NULL,TA/TO,HB       ,0,2015-07-17,PRT,Transient,0,No Deposit     ,78,Online TA,2,0,0,0,D               ,2,5,2,        240
2015-July-10,28,E               ,144.43,1,       NULL,TA/TO,HB       ,1,2015-07-17,PRT,Transient,0,No Deposit     ,78,Online TA,2,0,0,0,E               ,2,5,2,        240
2015-July-10,28,E               ,152,2,       NULL,TA/TO,HB       ,0,2015-07-17,RUS,Transient,0,No Deposit     ,44,Offline TA/TO,1,0,0,0,E               ,2,5,0,        244
2015-July-10,28,F               ,125.54,0,       NULL,TA/TO,HB       ,0,2015-07-17,GBR,Transient,0,No Deposit     ,34,Online TA,2,0,1,0,F               ,2,5,3,        241
2015-July-10,28,C               ,133.83,0,       NULL,TA/TO,FB       ,0,2015-07-17,PRT,Transient,0,No Deposit     ,87,Offline TA/TO,2,1,1,0,C               ,2,5,2,          5
2015-July-10,28,C               ,159.75,0,       NULL,Direct,BB       ,1,2015-07-18,PRT,Transient,0,No Deposit     ,11,Direct,3,0,1,0,C               ,2,6,0,        250
2015-July-10,28,A               ,120.6,0,       NULL,TA/TO,BB       ,0,2015-07-19,IRL,Transient,0,No Deposit     ,115,Online TA,2,0,0,0,A               ,2,7,2,        240
2015-July-10,28,D               ,112.2,0,       NULL,TA/TO,BB       ,0,2015-07-20,PRT,Transient,0,No Deposit     ,86,Online TA,2,0,0,0,D               ,3,7,0,        240
2015-July-10,28,F               ,110.6,0,       NULL,TA/TO,BB       ,0,2015-07-21,GBR,Transient,0,No Deposit     ,41,Online TA,2,1,0,0,F               ,4,7,0,        241
2015-July-10,28,C               ,105.9,0,       NULL,TA/TO,BB       ,0,2015-07-23,DNK,Transient,0,No Deposit     ,32,Online TA,2,0,0,0,C               ,4,9,0,        241
2015-July-10,28,D               ,95.27,0,       NULL,TA/TO,HB       ,0,2015-07-17,GBR,Transient,0,No Deposit     ,34,Online TA,2,0,1,0,D               ,2,5,3,        241
2015-July-10,28,F               ,108.83,0,       NULL,TA/TO,HB       ,0,2015-07-17,GBR,Transient,0,No Deposit     ,34,Online TA,2,0,0,0,F               ,2,5,1,        241
2015-July-11,28,A               ,120.6,0,       NULL,TA/TO,BB       ,0,2015-07-16,ESP,Transient,0,No Deposit     ,44,Online TA,2,0,0,0,A               ,2,3,0,        240
2015-July-11,28,A               ,90.67,1,       NULL,TA/TO,BB       ,0,2015-07-17,PRT,Transient,0,No Deposit     ,304,Direct,2,1,0,0,A               ,2,4,1,        240
2015-July-11,28,D               ,144.4,0,       NULL,TA/TO,HB       ,0,2015-07-17,PRT,Transient,0,No Deposit     ,117,Offline TA/TO,3,0,0,0,D               ,2,4,1,         15
2015-July-11,28,A               ,99.5,0,       NULL,TA/TO,BB       ,1,2015-07-17,ESP,Transient,0,No Deposit     ,70,Online TA,2,0,0,0,A               ,2,4,2,        240
2015-July-11,28,E               ,139.4,0,       NULL,Direct,BB       ,0,2015-07-18,PRT,Transient,0,No Deposit     ,110,Direct,2,0,0,0,E               ,2,5,1,        250
2015-July-11,28,E               ,89.97,0,       NULL,TA/TO,BB       ,0,2015-07-15,GBR,Transient,0,No Deposit     ,33,Online TA,2,0,0,0,E               ,2,2,1,        241
2015-July-11,28,E               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-15,PRT,Transient,0,No Deposit     ,33,Online TA,2,0,0,0,E               ,2,2,0,        240
2015-July-11,28,E               ,123,1,       NULL,TA/TO,BB       ,0,2015-07-15,CZE,Transient,0,No Deposit     ,33,Online TA,2,0,0,0,E               ,2,2,0,        240
2015-July-11,28,A               ,123,0,       NULL,Direct,BB       ,0,2015-07-12,GBR,Transient,0,No Deposit     ,0,Direct,1,0,0,0,A               ,0,1,0,       NULL
2015-July-11,28,A               ,144.9,1,       NULL,TA/TO,HB       ,0,2015-07-12,DEU,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,0,1,1,        240
2015-July-11,28,G               ,153,0,       NULL,Direct,BB       ,0,2015-07-12,ESP,Transient,0,No Deposit     ,0,Direct,2,0,0,0,G               ,0,1,0,       NULL
2015-July-11,28,A               ,131,0,       NULL,TA/TO,BB       ,0,2015-07-12,ESP,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,0,1,1,        240
2015-July-11,28,A               ,100,0,        113,Corporate,HB       ,1,2015-07-13,PRT,Transient,0,No Deposit     ,84,Corporate,2,0,0,0,A               ,1,1,0,       NULL
2015-July-11,28,A               ,65.5,0,       NULL,TA/TO,BB       ,0,2015-07-13,ESP,Transient,0,No Deposit     ,71,Offline TA/TO,2,0,0,0,A               ,1,1,0,        175
2015-July-11,28,C               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-13,ROU,Transient,0,No Deposit     ,16,Online TA,2,0,0,0,C               ,1,1,1,        242
2015-July-11,28,F               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-14,PRT,Transient,0,No Deposit     ,54,Online TA,2,0,0,0,E               ,2,1,0,        240
2015-July-11,28,A               ,131,0,       NULL,TA/TO,BB       ,0,2015-07-14,ESP,Transient,0,No Deposit     ,8,Online TA,2,0,0,0,A               ,2,1,0,        240
2015-July-11,28,D               ,104.68,0,       NULL,TA/TO,BB       ,1,2015-07-18,PRT,Transient,0,No Deposit     ,36,Offline TA/TO,2,0,0,0,D               ,2,5,0,          5
2015-July-11,28,A               ,166,0,       NULL,TA/TO,HB       ,0,2015-07-18,PRT,Transient,0,No Deposit     ,40,Online TA,2,0,0,0,A               ,2,5,0,        242
2015-July-11,28,G               ,213.75,1,       NULL,Direct,HB       ,0,2015-07-19,PRT,Transient,0,No Deposit     ,79,Direct,2,0,2,0,G               ,2,6,0,        250
2015-July-11,28,E               ,178,1,       NULL,TA/TO,HB       ,1,2015-07-21,PRT,Transient,0,No Deposit     ,32,Online TA,2,0,0,0,E               ,4,6,0,        240
2015-July-11,28,A               ,113.9,0,       NULL,Direct,BB       ,0,2015-07-18,PRT,Transient,0,No Deposit     ,110,Direct,2,0,0,0,A               ,2,5,1,        250
2015-July-11,28,E               ,129.29,0,       NULL,TA/TO,BB       ,1,2015-07-18,PRT,Transient,0,No Deposit     ,33,Online TA,2,0,0,0,E               ,2,5,0,        240
2015-July-12,29,G               ,153,0,       NULL,TA/TO,BB       ,1,2015-07-13,CN,Transient,0,No Deposit     ,53,Online TA,2,0,2,0,G               ,1,0,0,        240
2015-July-12,29,A               ,98,0,       NULL,TA/TO,BB       ,1,2015-07-13,PRT,Transient,0,No Deposit     ,2,Online TA,2,0,0,0,A               ,1,0,2,        240
2015-July-12,29,A               ,169,0,       NULL,TA/TO,BB       ,1,2015-07-18,PRT,Transient,0,No Deposit     ,8,Online TA,2,0,1,0,A               ,2,4,2,        240
2015-July-12,29,A               ,132.29,0,       NULL,TA/TO,BB       ,0,2015-07-19,GBR,Transient,0,No Deposit     ,12,Online TA,2,0,0,0,A               ,2,5,0,        240
2015-July-12,29,D               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-19,BRA,Transient,0,No Deposit     ,48,Offline TA/TO,2,0,0,0,D               ,2,5,1,        243
2015-July-12,29,A               ,117.22,0,       NULL,TA/TO,FB       ,0,2015-07-12,PRT,Transient-Party,0,No Deposit     ,90,Offline TA/TO,2,0,0,0,A               ,2,5,1,          5
2015-July-12,29,D               ,149,1,       NULL,TA/TO,HB       ,0,2015-07-19,ESP,Transient,0,No Deposit     ,34,Offline TA/TO,2,1,0,0,D               ,2,5,1,        156
2015-July-12,29,A               ,107,0,       NULL,TA/TO,BB       ,0,2015-07-19,GBR,Contract,0,No Deposit     ,59,Offline TA/TO,2,0,0,0,A               ,2,5,0,        115
2015-July-12,29,A               ,117.22,0,       NULL,TA/TO,FB       ,1,2015-07-19,PRT,Transient-Party,0,No Deposit     ,90,Offline TA/TO,2,1,0,0,A               ,2,5,2,          5
2015-July-12,29,E               ,119.25,0,       NULL,TA/TO,BB       ,0,2015-07-19,PRT,Contract,0,No Deposit     ,116,Offline TA/TO,2,0,0,0,E               ,2,5,0,         40
2015-July-12,29,D               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-19,GBR,Transient,0,No Deposit     ,31,Offline TA/TO,2,0,0,0,D               ,2,5,0,        243
2015-July-12,29,D               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-19,GBR,Transient,0,No Deposit     ,48,Offline TA/TO,2,0,0,0,D               ,2,5,1,        243
2015-July-12,29,E               ,144.43,0,       NULL,TA/TO,BB       ,1,2015-07-19,ESP,Transient,0,No Deposit     ,59,Online TA,2,0,0,0,E               ,2,5,2,        240
2015-July-12,29,A               ,148.3,0,       NULL,TA/TO,HB       ,1,2015-07-21,FRA,Transient,0,No Deposit     ,12,Online TA,2,0,0,0,A               ,4,5,2,        240
2015-July-12,29,A               ,125.22,0,       NULL,TA/TO,BB       ,0,2015-07-21,PRT,Transient,0,No Deposit     ,64,Online TA,2,0,0,0,A               ,4,5,1,        240
2015-July-12,29,D               ,123,0,       NULL,TA/TO,BB       ,0,2015-07-23,GBR,Transient,0,No Deposit     ,31,Offline TA/TO,2,0,0,0,D               ,4,7,0,        243
2015-July-12,29,A               ,130,0,       NULL,TA/TO,HB       ,1,2015-07-23,GBR,Contract,0,No Deposit     ,59,Offline TA/TO,2,0,0,0,A               ,4,7,1,        243
